#LFN              Site
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/423614DE-0583-E211-9869-002481E151B8.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/423614DE-0583-E211-9869-002481E151B8.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/20F1C312-E085-E211-9CF0-0025B3E05BBE.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/20F1C312-E085-E211-9CF0-0025B3E05BBE.root T1_US_FNAL
/store/data/Summer12_DR53X/GluGluToAToZhToLLTauTau_mA-280_mh-125_8TeV-pythia6-tauola/AODSIM/PU_S10_START53_V19-v6/00000/8A1979CD-00EE-E311-96E2-001BFCDBD1BC.root T2_US_Wisconsin
/store/data/Summer12_DR53X/GluGluToAToZhToLLTauTau_mA-280_mh-125_8TeV-pythia6-tauola/AODSIM/PU_S10_START53_V19-v6/00000/8A1979CD-00EE-E311-96E2-001BFCDBD1BC.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/7EAF12EB-16E8-E211-8448-0023AEFDECC0.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/623BAD7A-31E8-E211-A7FA-0023AEFDE834.root T2_US_Florida
/store/user/appelte1/HIMinBiasUPC/pixelTrackReco_2011PbPbMinBiasAndUCC_v1/8419974ae222f75edc8619f56eef1e4d/pixeltrackreco_1204_1_7iO.root T2_US_Vanderbilt
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/5A99A2B7-49E8-E211-8B5D-0023AEFDF08C.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/46FE16D5-1684-E211-88F2-001E6739801B.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/46FE16D5-1684-E211-88F2-001E6739801B.root T1_US_FNAL
/store/hidata/HIRun2013/PAHighPt/RECO/28Sep2013-v1/20001/BACB40FA-FF2C-E311-B0A1-782BCB398AB3.root T1_US_FNAL
/store/hidata/HIRun2013/PAHighPt/RECO/28Sep2013-v1/20001/BACB40FA-FF2C-E311-B0A1-782BCB398AB3.root T2_US_Vanderbilt
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/06A409A7-1786-E211-AC0B-003048D4604E.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/06A409A7-1786-E211-AC0B-003048D4604E.root T1_US_FNAL
/store/user/appelte1/HIMinBiasUPC/pixelTrackReco_2011PbPbMinBiasAndUCC_v1/8419974ae222f75edc8619f56eef1e4d/pixeltrackreco_414/8C112615-0CAE-E311-B640-FA163E3EACAC.root T2_US_Vanderbilt
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/625BE819-4BE8-E211-B073-0023AEFDEEEC.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20001/A83B1CCF-4886-E211-9B1A-001E67397238.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20001/A83B1CCF-4886-E211-9B1A-001E67397238.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/0A521549-C785-E211-A03C-003048D462D2.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/0A521549-C785-E211-A03C-003048D462D2.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/FEDF393B-F884-E211-A903-0025B3E05BF4.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/FEDF393B-F884-E211-A903-0025B3E05BF4.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20001/E036B300-B087-E211-9CD3-003048D4607A.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20001/E036B300-B087-E211-9CD3-003048D4607A.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/047F640D-2683-E211-8222-002590200840.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/047F640D-2683-E211-8222-002590200840.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/5CE1C542-C984-E211-ABEB-002590200B74.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/5CE1C542-C984-E211-ABEB-002590200B74.root T1_US_FNAL
/store/data/Run2012B/SingleElectron/AOD/22Jan2013-v1/20000/4000A185-6E7D-E211-89BD-0025901E3E62.root T2_US_Wisconsin
/store/data/Run2012B/SingleElectron/AOD/22Jan2013-v1/20000/4000A185-6E7D-E211-89BD-0025901E3E62.root T1_US_FNAL
/store/data/Run2012B/SingleElectron/AOD/22Jan2013-v1/20000/4000A185-6E7D-E211-89BD-0025901E3E62.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/38D47FCC-2FE8-E211-9789-0023AEFDEC04.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30005/6C6D65E1-5488-E211-BF97-001E673983A4.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30005/6C6D65E1-5488-E211-BF97-001E673983A4.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/FC1AC43C-8385-E211-A3D1-001E67397396.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/FC1AC43C-8385-E211-A3D1-001E67397396.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/DAC581D6-9182-E211-A3AC-001E67396E1E.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/DAC581D6-9182-E211-A3AC-001E67396E1E.root T1_US_FNAL
/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/20C10C0C-C91F-E411-AC7A-0025905A48C0.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/5AD0AD02-AA82-E211-BB56-001E673969D2.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/5AD0AD02-AA82-E211-BB56-001E673969D2.root T1_US_FNAL
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00002/1ACC824F-DB28-E211-A3ED-008CFA001EE4.root T2_US_UCSD
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/C076252A-48E8-E211-94D0-0023AEFDC1A0.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/14D1B511-2CE8-E211-B7FB-00266CF3DE70.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/56FDE07F-1A84-E211-B781-003048D476C4.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/56FDE07F-1A84-E211-B781-003048D476C4.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/5A501665-0C85-E211-AA69-0025B3E05CC0.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/5A501665-0C85-E211-AA69-0025B3E05CC0.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30000/EC885101-2881-E211-9C44-0025B3E06396.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30000/EC885101-2881-E211-9C44-0025B3E06396.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/7ED66A64-2DE8-E211-A9A8-0023AEFDC1A0.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/BEE449EE-16E8-E211-97DB-0023AEFDE8A4.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/54AB91A0-42E8-E211-AC78-0023AEFDE640.root T2_US_Florida
/store/results/B2G/SingleMu/StoreResults-V2-Run2012C-22Jan2013-v1_TLBSM_53x_v3-db7dd8e58134469d4e102fe8d5e205b6/SingleMu/USER/StoreResults-V2-Run2012C-22Jan2013-v1_TLBSM_53x_v3-db7dd8e58134469d4e102fe8d5e205b6/0001/18C47407-7AD0-E211-A1C1-002590596498.root T2_US_Nebraska
/store/results/B2G/SingleMu/StoreResults-V2-Run2012C-22Jan2013-v1_TLBSM_53x_v3-db7dd8e58134469d4e102fe8d5e205b6/SingleMu/USER/StoreResults-V2-Run2012C-22Jan2013-v1_TLBSM_53x_v3-db7dd8e58134469d4e102fe8d5e205b6/0001/18C47407-7AD0-E211-A1C1-002590596498.root T1_US_FNAL
/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/00000/768C0D20-D91F-E411-B0F1-0025905A6056.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30005/1230C900-4B88-E211-B331-001E67397003.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30005/1230C900-4B88-E211-B331-001E67397003.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/2C2AB8E5-1F85-E211-A8A3-001E673982E6.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/2C2AB8E5-1F85-E211-A8A3-001E673982E6.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/BA8B7882-4185-E211-8817-002481E75CF0.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/BA8B7882-4185-E211-8817-002481E75CF0.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/A0DF4D0C-2E82-E211-B83C-001E67397EDB.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/A0DF4D0C-2E82-E211-B83C-001E67397EDB.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/64B2E4FA-5C82-E211-9EF8-001E67396FE5.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/64B2E4FA-5C82-E211-9EF8-001E67396FE5.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/72ECE37E-8C82-E211-B3D0-001E673976ED.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/72ECE37E-8C82-E211-B3D0-001E673976ED.root T1_US_FNAL
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00002/CA691689-F327-E211-AC9A-00266CF24E74.root T2_US_UCSD
/store/data/Run2012D/DoubleElectron/AOD/PromptReco-v1/000/208/487/E0EA89E6-BD40-E211-882A-BCAEC518FF7A.root T2_US_UCSD
/store/data/Run2012D/DoubleElectron/AOD/PromptReco-v1/000/208/487/E0EA89E6-BD40-E211-882A-BCAEC518FF7A.root T1_US_FNAL
/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/00000/5E4AAB3F-D01F-E411-B9A9-002618FDA28E.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/7E130A6D-43E8-E211-B0B7-0023AEFDF04C.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/248EDACE-45E8-E211-897F-0023AEFDEC8C.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/E8A56B50-A482-E211-9043-002481E150EE.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/E8A56B50-A482-E211-9043-002481E150EE.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/620CE0BA-1AE8-E211-BB11-0023AEFDEC4C.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/22FD0C97-1A84-E211-9685-001E67397756.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/22FD0C97-1A84-E211-9685-001E67397756.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/C0B7E329-3886-E211-A661-001E67398043.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/C0B7E329-3886-E211-A661-001E67398043.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/1CE63E85-C986-E211-9B29-003048674024.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/1CE63E85-C986-E211-9B29-003048674024.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/3899CED0-DD86-E211-A2CC-001E67396D79.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/3899CED0-DD86-E211-A2CC-001E67396D79.root T1_US_FNAL
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00001/C08E860B-8227-E211-82EA-848F69FD501B.root T2_US_UCSD
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/0A4307FF-BD82-E211-8D88-001E6739726F.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/0A4307FF-BD82-E211-8D88-001E6739726F.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/ACBDA541-32E8-E211-BF92-0023AEFDEAA8.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30005/30A0F256-ED87-E211-98BE-0025B3E063BA.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30005/30A0F256-ED87-E211-98BE-0025B3E063BA.root T1_US_FNAL
/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/960905E3-C71F-E411-96B7-0025905A60D0.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/9607746A-2FE8-E211-94D9-0023AEFDE5C4.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/2C04B624-1EE8-E211-80A7-0023AEFD8A4C.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/8E2C4519-1AE8-E211-AAC2-0023AEFDEC04.root T2_US_Florida
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00002/30EF14D3-DC28-E211-8064-00266CFADEC0.root T2_US_UCSD
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/CC6A3E91-1D84-E211-9F22-003048D45F96.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/CC6A3E91-1D84-E211-9F22-003048D45F96.root T1_US_FNAL
/store/hidata/HIRun2013/PAHighPt/RECO/28Sep2013-v1/20001/107D40F8-FF2C-E311-B438-782BCB3BDD3B.root T1_US_FNAL
/store/hidata/HIRun2013/PAHighPt/RECO/28Sep2013-v1/20001/107D40F8-FF2C-E311-B438-782BCB3BDD3B.root T2_US_Vanderbilt
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau123_pttau1_18tau2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau123_pttau1_18tau2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/94F57A18-3EE8-E211-A2C9-00266CF3DF00.root T2_US_Florida
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/DCF66E4E-43E8-E211-A8D3-0023AEFDEEFC.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/CCEA118A-4B82-E211-AD8E-002481E0D6AE.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30001/CCEA118A-4B82-E211-AD8E-002481E0D6AE.root T1_US_FNAL
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00002/AA785DCF-F328-E211-993F-00266CF24E74.root T2_US_UCSD
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00003/C2DB49F6-E629-E211-8CD2-00266CF275E0.root T2_US_UCSD
/store/data/Run2012D/DoubleElectron/AOD/PromptReco-v1/000/208/686/6C41956C-5841-E211-BF7C-003048D2BD66.root T2_US_UCSD
/store/data/Run2012D/DoubleElectron/AOD/PromptReco-v1/000/208/686/6C41956C-5841-E211-BF7C-003048D2BD66.root T1_US_FNAL
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00000/52480754-F319-E211-90B5-00266CF9B868.root T2_US_UCSD
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/7E04588D-A883-E211-9879-001E67397E90.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/7E04588D-A883-E211-9879-001E67397E90.root T1_US_FNAL
/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/00000/CCA7B964-EF1F-E411-A116-0025905A6134.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/28A87ABD-2683-E211-B028-001E67396C52.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30002/28A87ABD-2683-E211-B028-001E67396C52.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/643FC8A7-0F85-E211-98D8-0025B3E05CF6.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30003/643FC8A7-0F85-E211-98D8-0025B3E05CF6.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/8235D542-45E8-E211-A804-0023AEFDF098.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/C6084EA1-1F84-E211-8979-002481E154CE.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/C6084EA1-1F84-E211-8979-002481E154CE.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/203BBF28-D684-E211-B133-003048D45F50.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/20000/203BBF28-D684-E211-B133-003048D45F50.root T1_US_FNAL
/store/mc/Summer12_DR53X/DYJetsToLL_M-10To50_TuneZ2Star_8TeV-madgraph/AODSIM/PU_S10_START53_V7A-v1/00000/0A0576E0-281A-E211-8656-848F69FD5027.root T2_US_UCSD
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/D853F4B4-49E8-E211-AA8F-0023AEFDEBC8.root T2_US_Florida
/store/data/Run2012C/SingleElectron/AOD/22Jan2013-v1/30000/3497EE18-7583-E211-A293-003048F009A2.root T2_US_Wisconsin
/store/data/Run2012C/SingleElectron/AOD/22Jan2013-v1/30000/3497EE18-7583-E211-A293-003048F009A2.root T2_US_Florida
/store/data/Run2012C/SingleElectron/AOD/22Jan2013-v1/30000/3497EE18-7583-E211-A293-003048F009A2.root T1_US_FNAL
/store/mc/Summer12_DR53X/QCD_Pt-170to300_TuneZ2star_8TeV_pythia6/AODSIM/PU_S10_START53_V7A-v2/00000/EA4D92EB-980E-E211-9DD7-003048678B36.root T1_US_FNAL
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/226BF44A-1486-E211-9878-D8D385FF4ABA.root T2_US_Florida
/store/data/Run2012D/SinglePhotonParked/AOD/22Jan2013-v1/30004/226BF44A-1486-E211-9878-D8D385FF4ABA.root T1_US_FNAL
/store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/48554616-2FE8-E211-B65D-0023AEFDEAA8.root T2_US_Florida
