# Site          StartTime     WallTime     CPUtime         Files   PercRead
T2_US_Florida 1411406699 4235 4035 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/D26A3183-4BE8-E211-AFEE-0023AEFDEBB4.root 100
T2_US_Florida 1411406699 4425 4219 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/EE444F65-41E8-E211-ADF1-0023AEFDEA84.root 100
T2_US_Florida 1411406699 6970 6494 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/B00683DB-45E8-E211-9E80-0023AEFDEEFC.root 100
T2_US_Florida 1411406700 6756 6367 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/D8EB4E50-2FE8-E211-8970-0023AEFDEBE8.root 100
T2_US_Florida 1411406701 4757 4556 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/0CD74805-43E8-E211-B099-0023AEFDEC8C.root 100
T2_US_Florida 1411406701 7095 6663 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/C0860909-20E8-E211-8153-0023AEFDE888.root 100
T2_US_Florida 1411406703 4806 4455 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/E28C7706-46E8-E211-BC27-0023AEFDEE50.root 100
T2_US_Florida 1411406703 6918 6517 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/5850CAF8-30E8-E211-B58C-0023AEFDEBDC.root 100
T2_US_Florida 1411406704 6663 6275 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/E2B05B82-35E8-E211-8A7D-0023AEFDEE68.root 100
T1_US_FNAL 1411406705 1419 1383 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/7CF82599-CB1F-E411-A2AD-002354EF3BDC.root 100
T1_US_FNAL 1411406705 2060 2017 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/F448CAF4-CB1F-E411-8E64-003048FFCC2C.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/7CF82599-CB1F-E411-A2AD-002354EF3BDC.root 100
T1_US_FNAL 1411406705 2168 2103 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/1CC502F1-CA1F-E411-81D2-002354EF3BD0.root 100
T2_US_Florida 1411406705 6994 6616 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/32069BAA-19E8-E211-B4A0-0023AEFDEBD4.root 100
T1_US_FNAL 1411406706 2020 1980 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/7CF82599-CB1F-E411-A2AD-002354EF3BDC.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/141F9048-CB1F-E411-B768-0025905938B4.root 100
T1_US_FNAL 1411406706 2041 1980 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/141F9048-CB1F-E411-B768-0025905938B4.root 100
T1_US_FNAL 1411406706 2051 2002 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/141F9048-CB1F-E411-B768-0025905938B4.root 100
T1_US_FNAL 1411406706 2295 2205 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/7CF82599-CB1F-E411-A2AD-002354EF3BDC.root 100
T1_US_FNAL 1411406706 2380 2271 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/7CF82599-CB1F-E411-A2AD-002354EF3BDC.root 100
T1_US_FNAL 1411406706 2388 2291 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/7CF82599-CB1F-E411-A2AD-002354EF3BDC.root 100
T1_US_FNAL 1411406707 1992 1942 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/1CC502F1-CA1F-E411-81D2-002354EF3BD0.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/141F9048-CB1F-E411-B768-0025905938B4.root 100
T1_US_FNAL 1411406707 2068 2021 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/1CC502F1-CA1F-E411-81D2-002354EF3BD0.root 100
T1_US_FNAL 1411406708 2037 1993 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/3ABD2BA8-CA1F-E411-9E6B-00248C0BE014.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/1CC502F1-CA1F-E411-81D2-002354EF3BD0.root 100
T1_US_FNAL 1411406708 2074 2012 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/3ABD2BA8-CA1F-E411-9E6B-00248C0BE014.root 100
T1_US_FNAL 1411406708 2417 2315 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/1CC502F1-CA1F-E411-81D2-002354EF3BD0.root 100
T2_US_Florida 1411406714 6196 5828 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/AC1A514E-31E8-E211-8A4D-0023AEFDE8DC.root 100
T2_US_Florida 1411406728 4789 4467 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/20231205-42E8-E211-8E45-0023AEFDEEC0.root 100
T2_US_Florida 1411406728 5806 5467 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/1C4E8D07-43E8-E211-9B8B-008CFA0A57E8.root 100
T2_US_Florida 1411406730 5630 5301 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/C6EC2E43-4AE8-E211-A5CC-0023AEFDEEA4.root 100
T2_US_Florida 1411406732 6394 5992 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/4A60235E-43E8-E211-97E0-0023AEFDEEC0.root 100
T2_US_Florida 1411406738 6768 6421 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/34E3C5F2-17E8-E211-910A-0023AEFDE694.root 100
T1_US_FNAL 1411406739 1412 1370 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/3ABD2BA8-CA1F-E411-9E6B-00248C0BE014.root 100
T2_US_Florida 1411406740 4327 3995 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/4ECFE906-43E8-E211-978B-0023AEFDEC34.root 100
T2_US_Florida 1411406742 4039 3698 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/D81098A1-42E8-E211-9D19-0023AEFDC1A0.root 100
T2_US_Florida 1411406748 6663 6334 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/24F0675C-46E8-E211-BFCD-0023AEFDEC8C.root 100
T2_US_Florida 1411406759 6406 6026 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/0AC3F897-2FE8-E211-AE26-0023AEFDE4CC.root 100
T2_US_Florida 1411406760 6594 6299 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/8C87359B-17E8-E211-909E-0023AEFDEEE0.root 100
T2_US_Florida 1411406763 6783 6500 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/BEE449EE-16E8-E211-97DB-0023AEFDE8A4.root 100
T2_US_Florida 1411406772 7116 6799 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/7EBC9679-24E8-E211-85EE-0023AEFDEE70.root 100
T1_US_FNAL 1411406784 2315 2204 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/3ABD2BA8-CA1F-E411-9E6B-00248C0BE014.root 100
T2_US_Florida 1411406789 6799 6473 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/FED62D48-29E8-E211-B74F-0023AEFDEE60.root 100
T2_US_Florida 1411406797 7176 6725 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/8CBE9442-1BE8-E211-8821-00266CF3DE70.root 100
T2_US_Florida 1411406801 5160 4951 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/6EDAC83B-31E8-E211-9E0D-0023AEFDE690.root 100
T2_US_Florida 1411406804 6930 6508 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/6EC99D9D-24E8-E211-9A38-0023AEFDEE80.root 100
T1_US_FNAL 1411406827 1941 1865 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/F424DD99-C91F-E411-A896-0025905A60D0.root 100
T2_US_Florida 1411406827 5707 5356 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/6CA8D47D-1CE8-E211-AC1D-0023AEFDECB0.root 100
T2_US_Florida 1411406829 6770 6399 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/F0973173-24E8-E211-A1F2-0023AEFDE840.root 100
T1_US_FNAL 1411406832 1401 1348 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/F424DD99-C91F-E411-A896-0025905A60D0.root 100
T1_US_FNAL 1411406843 1429 1384 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/F424DD99-C91F-E411-A896-0025905A60D0.root 100
T2_US_Florida 1411406851 6889 6487 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/2AB2E74E-25E8-E211-8B3D-0023AEFDE978.root 100
T1_US_FNAL 1411406870 1376 1331 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/5A35091A-CA1F-E411-BFF0-002618943880.root 100
T1_US_FNAL 1411406870 1863 1810 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/5A35091A-CA1F-E411-BFF0-002618943880.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/F424DD99-C91F-E411-A896-0025905A60D0.root 100
T2_US_Florida 1411406875 6100 5734 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/22254F1E-29E8-E211-8F36-0023AEFDE640.root 100
T2_US_Florida 1411406880 7190 6812 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/D8BEAD26-31E8-E211-B327-0023AEFDEE2C.root 100
T1_US_FNAL 1411406885 1409 1360 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/5A35091A-CA1F-E411-BFF0-002618943880.root 100
T1_US_FNAL 1411406914 1418 1376 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/5A35091A-CA1F-E411-BFF0-002618943880.root 100
T2_US_Wisconsin 1411406915 19202 17568 /store/mc/Summer12_DR53X/GluGluToAToZhToLLTauTau_mA-290_mh-125_8TeV-pythia6-tauola/AODSIM/PU_S10_START53_V19-v1/010000/F2971E97-21BE-E311-AEFD-0025905A6134.root,/store/mc/Summer12_DR53X/GluGluToAToZhToLLTauTau_mA-290_mh-125_8TeV-pythia6-tauola/AODSIM/PU_S10_START53_V19-v1/010000/1ADCE694-21BE-E311-AB95-0025905A608C.root,/store/mc/Summer12_DR53X/GluGluToAToZhToLLTauTau_mA-290_mh-125_8TeV-pythia6-tauola/AODSIM/PU_S10_START53_V19-v1/010000/E2C47C2B-21BE-E311-9ED4-0025905A608C.root 100
T1_US_FNAL 1411406943 1437 1399 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/20C10C0C-C91F-E411-AC7A-0025905A48C0.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/5A35091A-CA1F-E411-BFF0-002618943880.root 100
T1_US_FNAL 1411406958 1416 1362 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/20C10C0C-C91F-E411-AC7A-0025905A48C0.root 100
T1_US_FNAL 1411406976 2032 1989 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/20C10C0C-C91F-E411-AC7A-0025905A48C0.root 100
T1_US_FNAL 1411406976 2077 2029 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/E262CA76-C91F-E411-A8A4-002590596490.root 100
T1_US_FNAL 1411406977 2159 2075 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/E262CA76-C91F-E411-A8A4-002590596490.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/20C10C0C-C91F-E411-AC7A-0025905A48C0.root 100
T1_US_FNAL 1411406978 2212 2141 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/E262CA76-C91F-E411-A8A4-002590596490.root 100
T1_US_FNAL 1411406998 1414 1372 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/20C10C0C-C91F-E411-AC7A-0025905A48C0.root 100
T1_US_FNAL 1411407021 1400 1369 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/B8ABD7C3-C81F-E411-9B3E-0025905A48D6.root,/store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/E262CA76-C91F-E411-A8A4-002590596490.root 100
T1_US_FNAL 1411407030 1395 1343 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/B8ABD7C3-C81F-E411-9B3E-0025905A48D6.root 100
T2_US_Florida 1411407049 5044 4282 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/2456F215-47E8-E211-B100-0023AEFDE490.root 100
T2_US_Florida 1411407060 4974 4223 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau132_pthad1_30had2_30_v1-5ef1c0fd428eb740081f19333520fdc8/0000/9433B8A9-40E8-E211-B467-0023AEFDEEA8.root 100
T1_US_FNAL 1411407090 2012 1970 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/B8ABD7C3-C81F-E411-9B3E-0025905A48D6.root 100
T2_US_Florida 1411407115 7381 7002 /store/results/tau-pflow/DoubleMuParked/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/DoubleMuParked/USER/StoreResults-Run2012C_22Jan2013_v1_PFembedded_trans1_tau122_ptmu1_18mu2_8_v1-5ef1c0fd428eb740081f19333520fdc8/0000/408CCEA9-34E8-E211-8124-0023AEFDEEE0.root 100
T1_US_FNAL 1411407154 1433 1386 /store/mc/GEM2019Upg14DR/QCD_Pt-15to3000_Tune4C_Flat_14TeV_pythia8/AODSIM/NoPileUp_DES19_62_V8-v2/30000/A2E5E172-C81F-E411-A9D4-002354EF3BD0.root 100
