(time-1423531206)/3600.	SUM(QUEUED)	SUM(RUNNING)	SUM(DONE)
27.75	27991	9135	76772
27.8333333333333	27894	9138	76866
27.9166666666667	27802	9130	76966
28	27707	9117	77074
28.0833333333333	27607	9077	77214
28.1666666666667	27473	9081	77344
28.25	27347	9083	77468
28.3333333333333	27228	9095	77575
28.4166666666667	27125	9075	77698
28.5	27026	9052	77820
28.5833333333333	26941	9016	77941
28.6666666666667	26857	8969	78072
28.75	26761	8920	78217
28.8333333333333	26642	8916	78340
28.9166666666667	26543	8861	78494
29	26424	8847	78627
29.0833333333333	26315	8822	78761
29.1666666666667	26210	8811	78877
29.25	26127	8781	78990
29.3333333333333	26058	8691	79149
29.4166666666667	25950	8661	79287
29.5	25847	8639	79412
29.5833333333333	25752	8565	79581
29.6666666666667	25611	8546	79741
29.75	25479	8508	79911
29.8333333333333	25331	8486	80081
29.9166666666667	25195	8481	80222
30	25072	8421	80405
30.0833333333333	24911	8408	80579
30.1666666666667	24762	8413	80723
30.25	24639	8414	80845
30.3333333333333	24530	8359	81009
30.4166666666667	24393	8345	81160
30.5	24267	8296	81335
30.5833333333333	24112	8299	81487
30.6666666666667	23989	8288	81621
30.75	23871	8280	81747
30.8333333333333	23764	8274	81860
30.9166666666667	23668	8252	81978
31	23572	8219	82107
31.0833333333333	23453	8231	82214
31.1666666666667	23359	8199	82340
31.25	23242	8176	82480
31.3333333333333	23110	8115	82673
31.4166666666667	22930	8089	82879
31.5	22729	8079	83090
31.5833333333333	22525	8105	83268
31.6666666666667	22353	8116	83429
31.75	22200	8118	83580
31.8333333333333	22054	8133	83711
31.9166666666667	21927	8114	83857
32	21788	8069	84041
32.0833333333333	21612	8084	84202
32.1666666666667	21452	8012	84434
32.25	21224	8045	84629
32.3333333333333	21031	8040	84827
32.4166666666667	20838	8056	85004
32.5	20664	8040	85194
32.5833333333333	20490	8072	85336
32.6666666666667	20389	7991	85518
32.75	20271	7864	85763
32.8333333333333	20103	7852	85943
32.9166666666667	19972	7777	86149
33	19809	7714	86375
33.0833333333333	19638	7650	86610
33.1666666666667	19467	7602	86829
33.25	19291	7526	87081
33.3333333333333	19087	7503	87308
33.4166666666667	18904	7442	87552
33.5	18692	7438	87768
33.5833333333333	18502	7456	87940
33.6666666666667	18344	7427	88127
33.75	18170	7467	88261
33.8333333333333	18045	7420	88433
33.9166666666667	17879	7449	88570
34	17747	7383	88768
34.0833333333333	17560	7420	88918
34.1666666666667	17419	7431	89048
34.25	17295	7433	89170
34.3333333333333	17182	7398	89318
34.4166666666667	17042	7391	89465
34.5	16903	7408	89587
34.5833333333333	16787	7419	89692
34.6666666666667	16691	7406	89801
34.75	16588	7384	89926
34.8333333333333	16469	7394	90035
34.9166666666667	16361	7394	90143
35	16259	7355	90284
35.0833333333333	16127	7355	90416
35.1666666666667	16000	7389	90509
35.25	15918	7374	90606
35.3333333333333	15829	7364	90705
35.4166666666667	15740	7361	90797
35.5	15656	7357	90885
35.5833333333333	15583	7353	90962
35.6666666666667	15513	7338	91047
35.75	15432	7349	91117
35.8333333333333	15367	7336	91195
35.9166666666667	15295	7344	91259
36	15236	7324	91338
36.0833333333333	15168	7318	91412
36.1666666666667	15101	7308	91489
36.25	15031	7309	91558
36.3333333333333	14969	7303	91626
36.4166666666667	14906	7295	91697
36.5	14838	7295	91765
36.5833333333333	14778	7281	91839
36.6666666666667	14709	7275	91914
36.75	14638	7274	91986
36.8333333333333	14570	7269	92059
36.9166666666667	14498	7273	92127
37	14435	7263	92200
37.0833333333333	14368	7255	92275
37.1666666666667	14298	7266	92334
37.25	14247	7249	92402
37.3333333333333	14186	7253	92459
37.4166666666667	14135	7219	92544
37.5	14060	7220	92618
37.5833333333333	13992	7208	92698
37.6666666666667	13918	7205	92775
37.75	13842	7216	92840
37.8333333333333	13780	7195	92923
37.9166666666667	13702	7213	92983
38	13647	7198	93053
38.0833333333333	13581	7171	93146
38.1666666666667	13494	7185	93219
38.25	13427	7187	93284
38.3333333333333	13365	7174	93359
38.4166666666667	13296	7169	93433
38.5	13228	7169	93501
38.5833333333333	13165	7166	93567
38.6666666666667	13103	7151	93644
38.75	13030	7158	93710
38.8333333333333	12968	7162	93768
38.9166666666667	12913	7144	93841
39	12847	7147	93904
39.0833333333333	12787	7136	93975
39.1666666666667	12722	7117	94059
39.25	12643	7113	94142
39.3333333333333	12565	7104	94229
39.4166666666667	12492	7112	94294
39.5	12430	7085	94383
39.5833333333333	12346	7074	94478
39.6666666666667	12256	7079	94563
39.75	12171	7085	94642
39.8333333333333	12097	7059	94742
39.9166666666667	12003	7044	94851
40	11899	7053	94946
40.0833333333333	11807	7054	95037
40.1666666666667	11718	7001	95179
40.25	11580	7012	95306
40.3333333333333	11459	6987	95452
40.4166666666667	11315	7005	95578
40.5	11193	6992	95713
40.5833333333333	11061	6948	95889
40.6666666666667	10887	6963	96048
40.75	10731	6987	96180
40.8333333333333	10606	6963	96329
40.9166666666667	10458	6956	96484
41	10307	6932	96659
41.0833333333333	10136	6908	96854
41.1666666666667	9948	6901	97049
41.25	9758	6881	97259
41.3333333333333	9551	6882	97465
41.4166666666667	9351	6907	97640
41.5	9179	6883	97836
41.5833333333333	8988	6873	98037
41.6666666666667	8792	6850	98256
41.75	8579	6837	98482
41.8333333333333	8357	6822	98719
41.9166666666667	8122	6883	98893
42	7951	6840	99107
42.0833333333333	7744	6866	99288
42.1666666666667	7565	6876	99457
42.25	7400	6847	99651
42.3333333333333	7211	6857	99830
42.4166666666667	7037	6810	100051
42.5	6819	6844	100235
42.5833333333333	6638	6821	100439
42.6666666666667	6443	6821	100634
42.75	6255	6813	100830
42.8333333333333	6066	6762	101070
42.9166666666667	5958	6615	101325
43	5830	6468	101600
43.0833333333333	5704	6396	101798
43.1666666666667	5608	6317	101973
43.25	5519	6284	102095
43.3333333333333	5449	6248	102201
43.4166666666667	5380	6208	102310
43.5	5308	6179	102411
43.5833333333333	5230	6144	102524
43.6666666666667	5149	6118	102631
43.75	5070	6088	102740
